anime_id,name,score,type,episodes,popularity,members,favorites,Action,Adventure,Comedy,Demons,Drama,Ecchi,Fantasy,Hentai,Historical,Horror,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Romance,School,Sci-Fi,Seinen,Shoujo,Shounen,Slice of Life,Space,Sports,Super Power,Supernatural
17237,Peeping Life: World History,6.05,ONA,40.0,11472,655,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17247,Machine-Doll wa Kizutsukanai,7.15,TV,12.0,553,264089,658,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17249,Pretty Rhythm: Rainbow Live,7.52,TV,51.0,4910,9951,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
17251,Wanna. SpartanSex Spermax!!!,6.76,OVA,2.0,5626,7127,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17259,Kuroko no Basket: Oshaberi Shiyokka,7.29,Special,1.0,2581,38916,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
17265,Log Horizon,8.0,TV,25.0,91,872925,10085,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17267,Futari wa Milky Holmes,5.8,TV,12.0,5057,9293,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
17269,Captain Herlock,7.38,Movie,1.0,2371,45770,165,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
17273,Hetalia: The Beautiful World Specials,7.54,Special,4.0,4066,15746,34,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17277,Code Geass: Soubou no Oz Picture Drama,6.28,OVA,5.0,4618,11698,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17341,Yama no Susume: Kabe tte Kowakunai no?,6.74,Special,1.0,3969,16840,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17345,Senran Kagura Specials,6.45,Special,6.0,4135,15188,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17351,Mangirl!: Asobu Henshuu Girl,5.93,Special,1.0,6035,5987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17357,Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,6.78,Movie,1.0,7512,3420,6,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17371,Natsuyasumi.,5.8,ONA,3.0,4921,9880,106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17379,Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi,6.07,OVA,1.0,9598,1489,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17387,Imokawa Mukuzo: Genkanban no Maki,5.38,Movie,1.0,11543,639,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17389,Kingdom 2nd Season,8.39,TV,39.0,1675,79350,698,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17391,Senyuu. Specials,7.06,Special,4.0,4048,16020,13,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17395,Ark IX,5.15,OVA,1.0,5462,7641,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17397,Cyclops Shoujo Saipuu,5.83,ONA,12.0,2840,32694,28,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
17409,Sukitte Ii na yo.: Mei and Marshmallow,6.75,Special,10.0,2534,40626,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
17419,Dog Days' Specials,6.7,Special,13.0,5329,8132,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17437,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,7.6,Movie,1.0,3634,20355,68,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17491,Garden,6.54,OVA,2.0,5163,8714,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17497,Jewelpet Happiness,6.7,TV,52.0,8217,2557,16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17505,Mushibugyou,7.35,TV,26.0,1763,73702,177,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
17513,Diabolik Lovers,5.3,TV,12.0,590,247790,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,7.34,Special,1.0,1785,72562,223,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17537,Ryou Seibai!: Gakuen Bishoujo Seisai Hiroku,6.86,OVA,2.0,5931,6194,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17539,Mesu Nochi Torare,6.11,OVA,2.0,5925,6224,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17541,Kotowari: Kimi no Kokoro no Koboreta Kakera,6.55,OVA,2.0,6172,5623,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17543,D-Spray,6.41,OVA,1.0,7418,3529,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17549,Non Non Biyori,7.95,TV,12.0,481,295922,4637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
17551,Shakugan no Shana: Shana & Yuuji no Naze Nani Shana! Nandemo Shitsumonbako!,6.39,Special,1.0,6220,5526,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17573,Uchuu Kyoudai: Itten no Hikari,6.6,Movie,1.0,6706,4619,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
17585,Myself ; Yourself Specials,6.7,Special,2.0,5787,6661,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
17635,Koitabi: True Tours Nanto,6.93,Special,6.0,4344,13484,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17637,Miyakawa-ke no Kuufuku,6.52,ONA,10.0,3591,20767,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17641,Date A Live: Date to Date,7.37,OVA,1.0,1020,146853,346,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
17643,Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,7.37,OVA,1.0,3280,25031,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
17651,Genei wo Kakeru Taiyou,6.42,TV,13.0,2316,47877,115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17655,Mobile Suit Gundam AGE: Memory of Eden,6.64,OVA,2.0,7036,4070,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17677,Buki yo Saraba,6.93,Movie,1.0,5117,8992,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17679,Gambo,6.59,Movie,1.0,5615,7151,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17681,Zettai Bouei Leviathan,6.31,TV,13.0,3265,25216,37,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17699,Toriko Movie: Bishokushin no Special Menu,7.13,Movie,1.0,6227,5520,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17705,DD Hokuto no Ken (2013),6.51,TV,13.0,7627,3253,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
17707,Glass no Kamen Desu ga,5.56,TV,3.0,10013,1220,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17717,Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension,7.1,Special,1.0,5552,7390,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17719,Mahoutsukai Sally (Movie),5.86,Movie,1.0,11798,576,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17725,Magical☆Star Kanon 100%,6.79,OVA,1.0,3140,27248,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
17727,Haitai Nanafa 2nd Season,5.98,TV,13.0,7591,3304,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17729,Grisaia no Kajitsu,7.55,TV,13.0,284,453783,3723,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
17731,Ketsuekigata-kun!,6.59,TV,12.0,5000,9507,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,8.1,OVA,2.0,4716,11068,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
17741,Kimi no Iru Machi,6.94,TV,12.0,1195,123213,525,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
17743,"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no Ja!",6.76,Special,1.0,3709,19509,17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17745,Kakushi Dere,6.94,OVA,3.0,4987,9585,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17747,Furyou ni Hamerarete Jusei Suru Kyonyuu Okaasan The Animation,6.26,OVA,2.0,5945,6209,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",6.27,TV,12.0,1083,136125,157,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
17787,Ouritsu Uchuugun: Honneamise no Tsubasa Pilot,5.99,Special,1.0,9494,1537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
17791,Kyoto Animation: Ikitaku Naru Omise-hen,6.32,Special,1.0,6628,4713,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17811,Kyoto Animation: Hassou-hen,5.66,Special,1.0,7331,3643,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17813,Kyoto Animation: Megane-hen,6.34,Special,1.0,4808,10507,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17815,Kyoto Animation: Kasa-hen,6.14,Special,1.0,7254,3748,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17819,Kyoto Animation: Suiei-hen,7.05,Special,1.0,4498,12381,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17821,Stella Jogakuin Koutou-ka C³-bu,6.54,TV,13.0,2286,49175,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
17827,Daitoshokan no Hitsujikai,6.93,TV,12.0,1347,105260,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
17831,Inu to Hasami wa Tsukaiyou,6.58,TV,12.0,1246,115924,232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17843,Inferno Cop: Fact Files,5.44,ONA,12.0,5062,9237,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17849,Sparrow's Hotel,5.47,TV,12.0,5114,9019,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17855,Namiuchigiwa no Muromi-san: Pangea Chou Tairiku no Muromi-san,6.75,OVA,1.0,5420,7738,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
17867,Nuki Doki! Tenshi to Akuma no Sakusei Battle,6.92,OVA,2.0,4466,12604,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17871,Yonhyaku-nijuu Renpai Girl,5.82,Special,1.0,6714,4595,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
17873,Pokemon Best Wishes! Season 2: Decolora Adventure,6.3,TV,20.0,3009,29381,25,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17875,Papa no Iukoto wo Kikinasai! OVA,7.37,OVA,2.0,2829,32886,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
17879,Tamako Market Specials,6.36,Special,6.0,3343,24110,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17887,Ichirin-sha,6.0,ONA,1.0,9629,1460,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
17895,Golden Time,7.78,TV,24.0,138,688649,9875,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17897,Hana wa Saku,6.26,Special,1.0,9390,1607,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17909,Uchouten Kazoku,7.88,TV,13.0,1074,137249,1349,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17917,Danball Senki Wars,7.08,TV,37.0,7331,3680,35,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17919,Houkago no Pleiades (TV),6.72,TV,12.0,2919,30955,101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17947,Mahou Shoujo Lyrical Nanoha: Reflection,7.45,Movie,1.0,4682,11286,34,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17959,Tetsuwan Atom: Atom Tanjou no Himitsu,6.11,Movie,1.0,10794,859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18001,Freezing Vibration,6.82,TV,12.0,1068,138170,208,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
18003,Thermae Romae x TOTO Collaboration,6.13,Special,1.0,11176,734,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18039,Rescue Me!,5.88,OVA,1.0,3281,24916,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18041,Rozen Maiden (2013),7.35,TV,13.0,1861,66365,222,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18045,Koi to Senkyo to Chocolate: Koi Imouto!,6.89,Special,1.0,3001,29396,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
18053,Koi to Senkyo to Chocolate: Ikenai Hazuki-sensei,6.78,Special,1.0,5356,8006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,7.66,TV,13.0,2163,53592,217,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
18095,Nourin,6.82,TV,12.0,1003,148476,223,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
18097,Inazuma Eleven Go: Galaxy,6.65,TV,43.0,2898,31602,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
18099,Recorder to Randoseru Mi☆,6.67,TV,12.0,3760,18673,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
18115,Magi: The Kingdom of Magic,8.28,TV,25.0,160,639860,7471,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18119,Servant x Service,7.68,TV,13.0,872,170993,618,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
18121,Teekyuu 2,6.75,TV,12.0,3195,26367,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
18133,Ikeike! Momon-chan,5.45,TV,15.0,11333,692,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18139,Tonari no Seki-kun,7.58,TV,21.0,855,175478,546,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
18151,Saimin Jutsu Zero,6.38,OVA,2.0,6780,4472,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18153,Kyoukai no Kanata,7.78,TV,12.0,99,848484,10726,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
18177,Yowamushi Pedal: Special Ride,7.38,OVA,1.0,4019,16338,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
18179,Yowamushi Pedal,8.0,TV,38.0,825,181339,2180,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
18195,Little Busters!: Refrain,8.23,TV,13.0,1111,133750,1927,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
18205,World Fool News (TV),5.96,TV,12.0,8956,1915,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18229,Gatchaman Crowds,7.33,TV,12.0,911,163259,1237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18231,Vanquished Queens Specials,5.51,Special,4.0,6382,5209,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18245,White Album 2,7.71,TV,13.0,774,191370,2996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
18247,IS: Infinite Stratos 2,6.55,TV,12.0,460,303912,507,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18277,Strike the Blood,7.14,TV,24.0,238,499734,2188,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18295,Kakumeiki Valvrave 2nd Season,7.3,TV,12.0,1641,81652,223,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18343,Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza,7.01,Special,6.0,4791,10693,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18375,Kaitou Reinya Pilot,5.27,Special,1.0,11339,691,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18391,Mini Van,6.9,TV,37.0,9352,1645,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18393,Fairy Tail x Rave,7.2,OVA,1.0,1367,103172,282,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18397,Shingeki no Kyojin OVA,7.83,OVA,3.0,469,300057,1116,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
18411,Gingitsune,7.18,TV,12.0,2274,49508,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
18413,Puchitto Gargantia,6.31,ONA,13.0,5085,9110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18419,"Boku no Imouto wa ""Osaka Okan"": Uchi no Oniichan wa Tokyo Rule",5.82,Special,1.0,7506,3414,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18425,Ikeike! Momon-chan Specials,5.35,Special,3.0,12227,481,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18429,Lupin III vs. Detective Conan: The Movie,7.91,Movie,1.0,3406,23061,41,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18441,Blood Lad: Wagahai wa Neko de wa Nai,7.17,OVA,1.0,1530,89682,61,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18449,Mobile Suit Gundam Battlefield Record: Avant-Title,6.23,ONA,1.0,8497,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
18455,M Ogui: Last Order,6.42,OVA,1.0,6255,5425,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18457,Hanasaka Jijii,5.05,Movie,1.0,10964,798,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18465,Genshiken Nidaime,7.46,TV,13.0,2408,44413,113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18495,Kitakubu Katsudou Kiroku,6.78,TV,12.0,2456,42819,109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18497,Yozakura Quartet: Hana no Uta,7.5,TV,13.0,1366,103092,409,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
18499,Yozakura Quartet: Tsuki ni Naku,7.51,OVA,3.0,3332,24198,20,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
18507,Free!,7.39,TV,12.0,189,585161,9678,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
18523,Senyuu. 2,7.48,TV,13.0,2243,50509,114,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18525,Rin x Sen + Ran -> Sem: Cross Mix,7.02,OVA,2.0,5383,7944,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18549,Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,6.43,Special,5.0,7889,2912,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18557,High School Agent,5.52,OVA,2.0,10739,884,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18599,Chocotan!,5.92,Special,1.0,6627,4715,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18603,Kennosuke-sama,5.57,OVA,1.0,10481,990,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18617,Girls & Panzer Movie,8.23,Movie,1.0,1690,78298,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18619,Girls & Panzer: Kore ga Hontou no Anzio-sen Desu!,7.71,OVA,1.0,2685,36302,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18639,Rinne no Lagrange Season 2 Specials,6.31,Special,6.0,8080,2685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
